엽종분류,업종명,영업자시작일,업소명,소재지도로명주소,소재지지번주소,전화번호,데이터기준일자
일반음식점,일반음식점,2005-03-28,본전,"광주광역시 동구 동계천로 52-1, 1층 (대인동)",광주광역시 동구 대인동 327-15 1층 ,,2020-09-18
일반음식점,일반음식점,2005-04-08,평화식당,광주광역시 동구 서석로7번길 6-27 (불로동),광주광역시 동구 불로동 9-1 ,062-226-6226,2020-09-18
일반음식점,일반음식점,2005-04-18,두레,광주광역시 동구 구성로194번길 21-1 (대인동),광주광역시 동구 대인동 130 ,062-225-7510,2020-09-18
제과점영업,제과점영업,2005-04-27,도미노피자 금남로점,광주광역시 동구 중앙로 214 (궁동),광주광역시 동구 궁동 7-7 ,062-233-3082,2020-09-18
일반음식점,일반음식점,2005-05-24,나주식당,"광주광역시 동구 동계천로53번길 3-1 (계림동,(1층))",광주광역시 동구 계림동 430 (1층) ,062-224-6943,2020-09-18
일반음식점,일반음식점,2005-06-03,독도식당,"광주광역시 동구 동계천로 67 (계림동,(단층))",광주광역시 동구 계림동 387-4 (단층) ,062-225-0027,2020-09-18
일반음식점,일반음식점,2005-06-10,곱창에소주한잔,광주광역시 동구 필문대로287번길 7 (지산동),광주광역시 동구 지산동 514-2 ,062-227-9476,2020-09-18
일반음식점,일반음식점,2005-06-15,도깨비스넥,"광주광역시 동구 문화전당로23번길 20 (금동,(1층))",광주광역시 동구 금동 16-2 (1층) ,062-226-0111,2020-09-18
일반음식점,일반음식점,2005-06-23,버들식당,"광주광역시 동구 의재로 146 (운림동,(1층))",광주광역시 동구 운림동 659-1 (1층) ,062-227-1982,2020-09-18
휴게음식점,휴게음식점,2005-06-24,대성,"광주광역시 동구 구성로 187-2 (금남로5가,91-2(2층))",광주광역시 동구 금남로5가 91-1 91-2(2층) ,062-224-5185,2020-09-18
일반음식점,일반음식점,2005-06-30,장모사랑,광주광역시 동구 백서로 179 (서석동),광주광역시 동구 서석동 23-18 ,062-223-6156,2020-09-18
일반음식점,일반음식점,2005-07-01,구수숯불갈비,"광주광역시 동구 필문대로191번길 15-10 (산수동,(1층))",광주광역시 동구 산수동 517-14 (1층) ,062-225-4296,2020-09-18
휴게음식점,휴게음식점,2005-07-01,명보,광주광역시 동구 구성로 228 (계림동),광주광역시 동구 계림동 470-32 ,062-223-3565,2020-09-18
일반음식점,일반음식점,2005-08-30,미가 솥단지,"광주광역시 동구 경양로247번길 14-3 (계림동,(1층))",광주광역시 동구 계림동 485-1 (1층) ,,2020-09-18
일반음식점,일반음식점,2005-10-06,만년식당,광주광역시 동구 중앙로 232 (장동),광주광역시 동구 장동 1-11 ,062-224-4191,2020-09-18
일반음식점,일반음식점,2005-10-19,대왕김밥,"광주광역시 동구 남문로 756 (학동,(1층))",광주광역시 동구 학동 37-4 (1층) ,062-234-0868,2020-09-18
일반음식점,일반음식점,2005-11-11,백두,광주광역시 동구 지산로63번길 3 (지산동),광주광역시 동구 지산동 434-2 ,,2020-09-18
일반음식점,일반음식점,2005-11-11,뜨락,광주광역시 동구 필문대로 2 (계림동),광주광역시 동구 계림동 1032 ,062-511-0386,2020-09-18
일반음식점,일반음식점,2005-11-22,생방송,"광주광역시 동구 필문대로287번길 29-19 (지산동,(지하))",광주광역시 동구 지산동 506-10 (지하) ,,2020-09-18
일반음식점,일반음식점,2005-11-24,이삭토스트(롯데점),"광주광역시 동구 금남로 161-42 (금남로5가,(1층))",광주광역시 동구 금남로5가 74-5 (1층) ,062-226-2010,2020-09-18
일반음식점,일반음식점,2006-01-13,할매집,"광주광역시 동구 구성로 269 (계림동,(1층))",광주광역시 동구 계림동 289-12 (1층) ,062-232-0897,2020-09-18
휴게음식점,휴게음식점,2006-01-25,세븐일레븐 롯데점,"광주광역시 동구 금남로 161-42 (금남로5가,(1층))",광주광역시 동구 금남로5가 74-5 (1층) ,062-232-0811,2020-09-18
일반음식점,일반음식점,2006-02-17,새동해바다,"광주광역시 동구 충장로46번길 6-1 (충장로5가,(2층))",광주광역시 동구 충장로5가 66 (2층) ,062-225-2331,2020-09-18
일반음식점,일반음식점,2006-02-20,무진장떡볶이,광주광역시 동구 필문대로287번길 24-14 (서석동),광주광역시 동구 서석동 445-13 ,062-232-8369,2020-09-18
일반음식점,일반음식점,2006-02-22,딱좋아국밥,"광주광역시 동구 무등로 424, 1층 (산수동)",광주광역시 동구 산수동 550-3 1층 ,062-232-2365,2020-09-18
일반음식점,일반음식점,2006-03-03,원지식당,광주광역시 동구 학소로 96 (소태동),광주광역시 동구 소태동 547-13 ,062-227-9934,2020-09-18
일반음식점,일반음식점,2006-03-09,낙원김밥,광주광역시 동구 제봉로222번길 6 (대인동),광주광역시 동구 대인동 322-29 ,062-228-2174,2020-09-18
일반음식점,일반음식점,2006-03-15,"동방,양동통닭,도야족발보쌈","광주광역시 동구 필문대로295번길 15-10 (서석동,(1층))",광주광역시 동구 서석동 422-13 (1층) ,062-227-7809,2020-09-18
일반음식점,일반음식점,2006-03-23,영암식당,광주광역시 동구 구성로194번길 28 (금남로4가),광주광역시 동구 금남로4가 55-2 ,062-232-5527,2020-09-18
일반음식점,일반음식점,2006-03-24,제일분식,"광주광역시 동구 충장로22번길 9-1 (충장로5가,(1층))",광주광역시 동구 충장로5가 80-25 (1층) ,062-227-9534,2020-09-18
일반음식점,일반음식점,2006-04-07,이모네맛집,"광주광역시 동구 백서로153번길 4 (서석동,(1층))",광주광역시 동구 서석동 122-3 (1층) ,062-236-2064,2020-09-18
일반음식점,일반음식점,2006-04-19,대왕김밥,"광주광역시 동구 남문로 671, 1층 (학동)",광주광역시 동구 학동 858-5 ,062-223-0868,2020-09-18
일반음식점,일반음식점,2006-04-20,무공해민속촌,"광주광역시 동구 동계천로 55-11 (계림동,(1층))",광주광역시 동구 계림동 449-5 (1층) ,062-224-7279,2020-09-18
일반음식점,일반음식점,2006-04-21,명성식당,"광주광역시 동구 밤실로20번길 21-1 (지산동,(1층))",광주광역시 동구 지산동 272-1 (1층) ,062-227-9440,2020-09-18
제과점영업,제과점영업,2006-04-27,삼풍베이커리,광주광역시 동구 남문로 674 (학동),광주광역시 동구 학동 750-74 ,062-225-3372,2020-09-18
일반음식점,일반음식점,2006-05-15,비비큐(BBQ),"광주광역시 동구 의재로 27 (학동,(1층))",광주광역시 동구 학동 676-12 (1층) ,062-233-9282,2020-09-18
일반음식점,일반음식점,2006-05-16,상도,"광주광역시 동구 의재로 3 (학동,(1층))",광주광역시 동구 학동 664-10 (1층) ,062-227-6085,2020-09-18
일반음식점,일반음식점,2006-06-15,황소솥뚜껑구이,광주광역시 동구 동명로 46 (동명동),광주광역시 동구 동명동 157-17 ,062-234-5989,2020-09-18
일반음식점,일반음식점,2006-07-31,투다리,광주광역시 동구 천변우로 363-5 (호남동),광주광역시 동구 호남동 15-1 ,062-227-0069,2020-09-18
일반음식점,일반음식점,2006-08-02,까투리지원점,"광주광역시 동구 남문로 592 (소태동,(1층))",광주광역시 동구 소태동 653-4 (1층) ,062-228-3851,2020-09-18
일반음식점,일반음식점,2006-08-18,은혜분식,"광주광역시 동구 중앙로 300-1 (계림동,(1층))",광주광역시 동구 계림동 190-4 (1층) ,062-234-7885,2020-09-18
일반음식점,일반음식점,2006-08-29,본가생태탕,광주광역시 동구 필문대로191번길 15-3 (산수동),광주광역시 동구 산수동 518-8 ,062-232-5061,2020-09-18
일반음식점,일반음식점,2006-08-29,백미,"광주광역시 동구 무등로375번길 19-3 (계림동,(1층))",광주광역시 동구 계림동 116-15 (1층) ,062-522-3913,2020-09-18
일반음식점,일반음식점,2006-08-30,트뤼포,"광주광역시 동구 문화전당로35번길 9 (광산동,(2층))",광주광역시 동구 광산동 60-3 (2층) ,062-605-0403,2020-09-18
일반음식점,일반음식점,2006-09-07,동경모밀,광주광역시 동구 제봉로 51 (남동),광주광역시 동구 남동 115-5 ,062-222-5944,2020-09-18
일반음식점,일반음식점,2006-09-12,청사초롱,"광주광역시 동구 지호로 158 (지산동,외1필지 (7-3))",광주광역시 동구 지산동 68 외1필지 (7-3) ,062-232-5691,2020-09-18
일반음식점,일반음식점,2006-09-25,장미,광주광역시 동구 의재로 5-5 (학동),광주광역시 동구 학동 664-12 ,062-233-7787,2020-09-18
일반음식점,일반음식점,2006-10-31,수라상,"광주광역시 동구 제봉로82번길 13-9 (서석동,(1층))",광주광역시 동구 서석동 42-13 (1층) ,062-234-2002,2020-09-18
일반음식점,일반음식점,2006-11-21,족발공작소,광주광역시 동구 필문대로287번길 15-20 (지산동),광주광역시 동구 지산동 520-6 ,062-224-9398,2020-09-18
일반음식점,일반음식점,2006-11-23,역전국밥,광주광역시 동구 제봉로17번길 8 (학동),광주광역시 동구 학동 55-96 ,062-232-6901,2020-09-18
일반음식점,일반음식점,2006-11-23,지원통닭,"광주광역시 동구 학소로 60-1 (소태동,(1층))",광주광역시 동구 소태동 622-6 (1층) ,062-225-4847,2020-09-18
일반음식점,일반음식점,2006-11-29,영성원,"광주광역시 동구 제봉로82번길 13-7 (서석동,(1,2층))","광주광역시 동구 서석동 45-9 (1,2층) ",062-227-2887,2020-09-18
일반음식점,일반음식점,2006-12-07,풍성식당,"광주광역시 동구 양림로 115-1 (학동,(1층))",광주광역시 동구 학동 74-7 (1층) ,062-223-1994,2020-09-18
일반음식점,일반음식점,2006-12-15,천하맛일품,광주광역시 동구 금남로 162-19 (금남로5가),광주광역시 동구 금남로5가 61-14 ,062-228-7716,2020-09-18
일반음식점,일반음식점,2006-12-27,꽃단미,"광주광역시 동구 필문대로287번길 15-20 (지산동,(2층))",광주광역시 동구 지산동 520-6 (2층) ,062-224-9398,2020-09-18
일반음식점,일반음식점,2007-01-05,길거리야,"광주광역시 동구 필문대로287번길 23-22 (지산동,(1층))",광주광역시 동구 지산동 473-15 (1층) ,062-226-5767,2020-09-18
제과점영업,제과점영업,2007-01-08,던킨도너츠,"광주광역시 동구 제봉로 41 (학동,(1층))",광주광역시 동구 학동 113-2 (1층) ,062-232-1532,2020-09-18
일반음식점,일반음식점,2007-02-08,소문난쭈꾸미,"광주광역시 동구 문화전당로35번길 9 (광산동,(1층))",광주광역시 동구 광산동 60-3 (1층) ,062-227-8292,2020-09-18
일반음식점,일반음식점,2007-03-09,일이삼치킨,"광주광역시 동구 무등로415번길 1 (계림동,(1층))",광주광역시 동구 계림동 518-15 (1층) ,062-228-5654,2020-09-18
일반음식점,일반음식점,2007-03-09,푸치니,"광주광역시 동구 무등로375번길 28-1 (계림동,(1층))",광주광역시 동구 계림동 1111 (1층) ,062-524-2254,2020-09-18
휴게음식점,휴게음식점,2007-03-19,올데이 커피,"광주광역시 동구 백서로153번길 3-1 (남동,(1층))",광주광역시 동구 남동 67-1 (1층) ,062-225-5541,2020-09-18
일반음식점,일반음식점,2007-04-03,진미,광주광역시 동구 백서로153번길 4 (서석동),광주광역시 동구 서석동 122-3 ,062-228-9313,2020-09-18
일반음식점,일반음식점,2007-04-06,한식애,"광주광역시 동구 경양로259번길 18-1, 1층 (계림동)",광주광역시 동구 계림동 284-13 1층 ,062-223-0337,2020-09-18
일반음식점,일반음식점,2007-04-18,강진마을,광주광역시 동구 필문대로289번길 13 (동명동),광주광역시 동구 동명동 118-30 ,062-225-0262,2020-09-18
일반음식점,일반음식점,2007-04-19,진분식,"광주광역시 동구 지호로 36, 1층 (지산동)",광주광역시 동구 지산동 462-14 1층 ,,2020-09-18
일반음식점,일반음식점,2007-04-24,가보리,"광주광역시 동구 구성로 200, 1층 (대인동)",광주광역시 동구 대인동 80-1 1층 ,,2020-09-18
일반음식점,일반음식점,2007-05-22,꼭지네,"광주광역시 동구 필문대로289번길 7 (동명동,(1층))",광주광역시 동구 동명동 120-6 (1층) ,062-222-3719,2020-09-18
일반음식점,일반음식점,2007-05-30,금성,광주광역시 동구 중앙로 252 (동명동),광주광역시 동구 동명동 246-1 ,062-224-4636,2020-09-18
일반음식점,일반음식점,2007-05-30,우리푸드시스템,"광주광역시 동구 금남로 234 (금남로2가,(15층))",광주광역시 동구 금남로2가 22-2 (15층) ,062-228-2002,2020-09-18
일반음식점,일반음식점,2007-06-12,명사십리,광주광역시 동구 동계천로 68 (대인동),광주광역시 동구 대인동 198-12 ,062-224-7755,2020-09-18
일반음식점,일반음식점,2007-06-20,이어도회관,"광주광역시 동구 학소로 103 (소태동,외1필지(1층))",광주광역시 동구 소태동 536-32 외1필지(1층) ,062-222-9031,2020-09-18
일반음식점,일반음식점,2007-07-02,삼희,"광주광역시 동구 구성로 164 (충장로5가,(1층))",광주광역시 동구 충장로5가 59-1 (1층) ,062-225-3233,2020-09-18
휴게음식점,휴게음식점,2007-07-10,석봉토스트,"광주광역시 동구 중앙로 165 (충장로4가,(1층))",광주광역시 동구 충장로4가 29-1 (1층) ,062-223-2332,2020-09-18
일반음식점,일반음식점,2007-07-11,보덕화,"광주광역시 동구 구성로 232 (계림동,(1층))",광주광역시 동구 계림동 471-30 (1층) ,062-223-2569,2020-09-18
일반음식점,일반음식점,2007-07-11,보성녹차돼지,"광주광역시 동구 천변우로 363-11 (호남동,(1층))",광주광역시 동구 호남동 9-3 (1층) ,062-223-5668,2020-09-18
일반음식점,일반음식점,2007-07-26,대광,"광주광역시 동구 동계천로 42-1, 1층 (대인동)",광주광역시 동구 대인동 327-5 ,062-224-3028,2020-09-18
일반음식점,일반음식점,2007-08-08,나비야청산가자,광주광역시 동구 성촌길 1 (운림동),광주광역시 동구 운림동 321-1 ,062-263-4477,2020-09-18
휴게음식점,휴게음식점,2007-10-08,재희다방,"광주광역시 동구 구성로 216 (대인동,(2층))",광주광역시 동구 대인동 311-6 (2층) ,062-222-1282,2020-09-18
일반음식점,일반음식점,2007-10-10,종점그산장,광주광역시 동구 선교로 194 (용연동),광주광역시 동구 용연동 449-2 ,062-266-6210,2020-09-18
일반음식점,일반음식점,2007-11-15,햇빛마을,"광주광역시 동구 지산로 53-1 (지산동,(1층))",광주광역시 동구 지산동 447-3 (1층) ,062-233-1186,2020-09-18
휴게음식점,휴게음식점,2007-11-19,커피창고,"광주광역시 동구 제봉로82번길 19-2 (서석동,(1층))",광주광역시 동구 서석동 41-6 (1층) ,062-9213-7890,2020-09-18
일반음식점,일반음식점,2007-12-20,사카나,"광주광역시 동구 남문로 690 (학동,(1,2층))","광주광역시 동구 학동 872-7 (1,2층) ",,2020-09-18
일반음식점,일반음식점,2007-12-24,대박촌,,광주광역시 동구 서석동 426-1 1층 ,,2020-09-18
